1;Название статьи;Индустриальная политика: Сотрудничество России и Белоруссии.;;;;;;;;;;;;
;Автор;Сухарев;Тематика;Экономическая политика;;;;;;;;;;
;;;;;;;;;;;;;;
64;Название статьи;" ПРОБЛЕМЫ ОПРЕДЕЛЕНИЯ ПОНЯТИЯ ""ТРАНСПОРТНЫЕ ПРЕСТУПЛЕНИЯ"" В ДЕЙСТВУЮЩЕМ УГОЛОВНОМ ЗАКОНОДАТЕЛЬСТВЕ РОССИЙСКОЙ ФЕДЕРАЦИИ";;;;;;;;;;;;
;Автор;Тарасов;Тематика;Право;;;;;;;;;;
;Романова;0.0034972;21.88482555;*;;;;;;;;;;
;Ковтун;0.003492363;21.85455633;9;;;;;;;;;;
;Панченко;0.002887501;18.06944103;*;;;;;;;;;;
;Зусман;0.002759313;17.26726652;3;;;;;;;;;;
;Чилипенок;0.002714209;16.98501292;5;;;;;;;;;;
;Гапонова;0.002691093;16.84035756;2;;;;;;;;;;
;Иванова;0.002537696;15.88042734;*;;;;;;;;;;
;Макарова;0.001909817;11.95127988;*;;;;;;;;;;
;Гриднева;0.001773033;11.09531104;5;;;;;;;;;;
;Козлов;0.001659121;10.38247172;*;;;;;;;;;;
;Аистов;0.001628047;10.18801315;0;;;;;;;;;;
;;;;;;;;;;;;;;
65;Название статьи;"""АНТИТАБАЧНЫЙ"" ЗАКОН КАК ИНСТРУМЕНТ ЗАЩИТЫ МАТЕРИНСТВА. ДЕТСТВА И СЕМЬИ";;;;;;;;;;;;
;Автор;Гирина;Тематика;Право;;;;;;;;;;
;Чистяков;0.004156075;26.00794341;0;;;;;;;;;;
;Макарова;0.004155812;26.00629814;*;;;;;;;;;;
;Гапонова;0.003906653;24.44710738;0;;;;;;;;;;
;Романова;0.003025926;18.93568138;*;;;;;;;;;;
;Зусман;0.002860367;17.89964555;0;;;;;;;;;;
;Чилипенок;0.002843437;17.79370086;1;;;;;;;;;;
;Панченко;0.002699337;16.89194972;*;;;;;;;;;;
;Ковтун;0.002403747;15.04219799;9;;;;;;;;;;
;Сидоренко;0.002338701;14.63515311;*;;;;;;;;;;
;Гриднева;0.001828281;11.44104197;0;;;;;;;;;;
;Радина;0.001781845;11.15045562;*;;;;;;;;;;
;;;;;;;;;;;;;;
66;Название статьи;ПРОБЛЕМЫ ИСПОЛНЕНИЯ НАКАЗАНИЯ В ВИДЕ ЛИШЕНИЯ ПРАВА ЗАНИМАТЬ ОПРЕДЕЛЕННЫЕ ДОЛЖНОСТИ ИЛИ ЗАНИМАТЬСЯ ОПРЕДЕЛЕННОЙ ДЕЯТЕЛЬНОСТЬЮ;;;;;;;;;;;;
;Автор;Кокшова;Тематика;Право;;;;;;;;;;
;Зусман;0.005403048;33.81126371;0;;;;;;;;;;
;Чилипенок;0.005105268;31.9478177;1;;;;;;;;;;
;Миркин;0.003930434;24.59592208;0;;;;;;;;;;
;Гриднева;0.003810019;23.8423859;0;;;;;;;;;;
;Бабкин;0.003484292;21.80405117;0;;;;;;;;;;
;Сокова;0.003278551;20.51655774;*;;;;;;;;;;
;Панченко;0.003230151;20.21368369;*;;;;;;;;;;
;Кирнозе;0.003045497;19.0581512;*;;;;;;;;;;
;Власова;0.002983405;18.66959479;*;;;;;;;;;;
;Гапонова;0.002947674;18.44599123;1;;;;;;;;;;
;Свиридова;0.002714119;16.98444899;*;;;;;;;;;;
;;;;;;;;;;;;;;
67;Название статьи;ДОСТОЙНЫЙ УРОВЕНЬ ЖИЗНИ КАК ПРАВО ЧЕЛОВЕКА;;;;;;;;;;;;
;Автор;Волостнова;Тематика;Право;;;;;;;;;;
;Зусман;0.005495288;34.38848745;0;;;;;;;;;;
;Чилипенок;0.005030832;31.48200702;0;;;;;;;;;;
;Гриднева;0.0039634;24.80221723;0;;;;;;;;;;
;Бабкин;0.003442119;21.54013617;0;;;;;;;;;;
;Панченко;0.003375028;21.12029805;*;;;;;;;;;;
;Сокова;0.003313128;20.73293476;*;;;;;;;;;;
;Миркин;0.003145008;19.68087599;0;;;;;;;;;;
;Кирнозе;0.003143399;19.67080285;*;;;;;;;;;;
;Власова;0.002934806;18.3654678;*;;;;;;;;;;
;Максимов;0.002912407;18.22530271;*;;;;;;;;;;
;Гапонова;0.002742643;17.16294549;0;;;;;;;;;;
;;;;;;;;;;;;;;
68;Название статьи;ВЛИЯНИЕ ГОРИЗОНТАЛЬНЫХ ДЕФОРМАЦИЙ ТЕЛА КЕЛЬВИНА НА ХАРАКТЕР ДВИЖЕНИЯ ДИСКА;;;;;;;;;;;;
;Автор;Кальмова;Тематика;Математика;;;;;;;;;;
;Романова;0.005733625;35.8799576;*;;;;;;;;;;
;Баранова;0.005273123;32.99822285;*;;;;;;;;;;
;Савченко;0.003660798;22.90859199;7;;;;;;;;;;
;Куркин;0.002604101;16.29597653;8;;;;;;;;;;
;Вайсблат;0.002541678;15.90534926;0;;;;;;;;;;
;Иванова;0.002525714;15.80544397;*;;;;;;;;;;
;Панченко;0.002000938;12.52149565;*;;;;;;;;;;
;Миркин;0.001974968;12.35898391;7;;;;;;;;;;
;Солычева;0.001763904;11.03817949;*;;;;;;;;;;
;Колданов;0.00166489;10.41857153;8;;;;;;;;;;
;Ковтун;0.001660267;10.38964212;0;;;;;;;;;;
;;;;;;;;;;;;;;
69;Название статьи;ВЛИЯНИЕ ОДНООСНОЙ ОРИЕНТАЦИОННОЙ ДЕФОРМАЦИИ НА КИНЕТИКУ КРИСТАЛЛИЗАЦИИ ЛИНЕЙНЫХ ГИБКОЦЕПНЫХ ПОЛИМЕРОВ;;;;;;;;;;;;
;Автор;Гаспарян. Беляев. Боборыкина. Машков;Тематика;Математика;;;;;;;;;;
;Романова;0.004807338;30.08342599;*;;;;;;;;;;
;Панченко;0.00323838;20.26517592;*;;;;;;;;;;
;Зусман;0.00314956;19.70935887;0;;;;;;;;;;
;Баранова;0.003101662;19.4096242;*;;;;;;;;;;
;Чилипенок;0.00296318;18.54302784;0;;;;;;;;;;
;Фияксель;0.002894705;18.11452404;0;;;;;;;;;;
;Ковтун;0.002611089;16.33970519;0;;;;;;;;;;
;Савченко;0.002354498;14.73400796;8;;;;;;;;;;
;Захаров;0.00214147;13.40091674;*;;;;;;;;;;
;Гриднева;0.001948312;12.19217148;0;;;;;;;;;;
;Бабкин;0.00194818;12.19134933;6;;;;;;;;;;
;;;;;;;;;;;;;;
70;Название статьи;КОМПЬЮТЕРНОЕ МОДЕЛИРОВАНИЕ ТЕПЛОВЫХ ПОТЕРЬ В ДВУХСЛОЙНЫХ СТРОИТЕЛЬНЫХ КОНСТРУКЦИЯХ;;;;;;;;;;;;
;Автор;Бондаренко. Васильева. Ясинская;Тематика;Математика;;;;;;;;;;
;Зусман;0.00549464;34.38443068;0;;;;;;;;;;
;Чилипенок;0.005064283;31.69133532;0;;;;;;;;;;
;Гриднева;0.003751939;23.47893494;0;;;;;;;;;;
;Панченко;0.003715413;23.25035856;*;;;;;;;;;;
;Бабкин;0.003516566;22.00601176;8;;;;;;;;;;
;Захаров;0.003282156;20.53912023;*;;;;;;;;;;
;Сокова;0.003259744;20.39886679;*;;;;;;;;;;
;Кирнозе;0.003060085;19.14943866;*;;;;;;;;;;
;Миркин;0.002954906;18.49125322;7;;;;;;;;;;
;Власова;0.002948273;18.44974178;*;;;;;;;;;;
;Свиридова;0.002757406;17.25533142;*;;;;;;;;;;
;;;;;;;;;;;;;;
71;Название статьи;ОСНОВНЫЕ ПОКАЗАТЕЛИ ИНСТРУМЕНТОВ ВЕБ-АНАЛИТИКИ КАК ОСНОВА ДЛЯ ПРОВЕДЕНИЯ ВЕБ-АНАЛИЗА;;;;;;;;;;;;
;Автор;Бажанов;Тематика;Информатика;;;;;;;;;;
;Зусман;0.006042814;37.8148049;0;;;;;;;;;;
;Чилипенок;0.005718563;35.78570062;0;;;;;;;;;;
;Гриднева;0.004217022;26.38933421;0;;;;;;;;;;
;Бабкин;0.003801447;23.78874839;8;;;;;;;;;;
;Сокова;0.003600344;22.53027921;*;;;;;;;;;;
;Гапонова;0.003399013;21.27039111;0;;;;;;;;;;
;Панченко;0.003333402;20.85980694;*;;;;;;;;;;
;Кирнозе;0.003322297;20.7903178;*;;;;;;;;;;
;Власова;0.003234552;20.24122146;*;;;;;;;;;;
;Миркин;0.003164486;19.8027604;8;;;;;;;;;;
;Свиридова;0.002956387;18.50051907;*;;;;;;;;;;
;;;;;;;;;;;;;;
72;Название статьи;ИНВЕСТИЦИИ В ЗДОРОВЬЕ КАК ЭЛЕМЕНТ ЧЕЛОВЕЧЕСКОГО КАПИТАЛА ИНДИВИДА: НА ПРИМЕРЕ МОЛОДЁЖИ ВОЛГОГРАДСКОЙ ОБЛАСТИ;;;;;;;;;;;;
;Автор;Антоненко. Антонов. Лактюхина;Тематика;Экономика;;;;;;;;;;
;Панченко;0.003145511;19.68401985;*;;;;;;;;;;
;Романова;0.003025025;18.9300416;*;;;;;;;;;;
;Макарова;0.002945877;18.43475101;*;;;;;;;;;;
;Зусман;0.002437374;15.25263475;0;;;;;;;;;;
;Гапонова;0.002253382;14.10124334;6;;;;;;;;;;
;Альтшулер;0.002234053;13.98028526;6;;;;;;;;;;
;Фияксель;0.002188522;13.69536053;6;;;;;;;;;;
;Чилипенок;0.002122935;13.28493047;7;;;;;;;;;;
;Захаров;0.002094721;13.10837306;*;;;;;;;;;;
;Макаров;0.002072775;12.97103711;*;;;;;;;;;;
;Чистяков;0.002057795;12.87729935;3;;;;;;;;;;
;;;;;;;;;;;;;;
73;Название статьи;ВЗАИМОДЕЙСТВИЕ ГОСУДАРСТВА И ПРЕДПРИНИМАТЕЛЬСТВА: ФОРМА И СОДЕРЖАНИЕ;;;;;;;;;;;;
;Автор;Алесковский. Маковеев;Тематика;Право/Экономика;;;;;;;;;;
;Захаров;0.006307227;39.46944793;*;;;;;;;;;;
;Панченко;0.004620146;28.91201192;*;;;;;;;;;;
;Городнова;0.002739651;17.14422299;*;;;;;;;;;;
;Альтшулер;0.002273364;14.22628895;7;;;;;;;;;;
;Городнов;0.002270723;14.2097623;*;;;;;;;;;;
;Зусман;0.00222736;13.93840038;3;;;;;;;;;;
;Макаров;0.002138419;13.3818258;*;;;;;;;;;;
;Ковтун;0.002125118;13.29859108;8;;;;;;;;;;
;Куркина;0.002098952;13.13485197;*;;;;;;;;;;
;Козлов;0.00202791;12.69028276;*;;;;;;;;;;
;Петрухин;0.001818725;11.38124255;0;;;;;;;;;;
;;;;;;;;;;;;;;
74;Название статьи;РОССИЯ И ПРОЦЕСС МЕЖДУНАРОДНОЙ ФИНАНСОВОЙ ИНТЕГРАЦИИ;;;;;;;;;;;;
;Автор;Царькова;Тематика;Экономика/Политика;;;;;;;;;;
;Зусман;0.006315483;39.52111716;0;;;;;;;;;;
;Чилипенок;0.005846975;36.58927892;6;;;;;;;;;;
;Гриднева;0.004410556;27.60043587;0;;;;;;;;;;
;Бабкин;0.004023347;25.17735691;0;;;;;;;;;;
;Сокова;0.003805025;23.81113814;*;;;;;;;;;;
;Панченко;0.003747518;23.45126844;*;;;;;;;;;;
;Кирнозе;0.003556938;22.25865505;*;;;;;;;;;;
;Власова;0.003416793;21.38165627;*;;;;;;;;;;
;Миркин;0.003326017;20.81359532;0;;;;;;;;;;
;Гапонова;0.00316158;19.78457792;7;;;;;;;;;;
;Свиридова;0.003088634;19.32809704;*;;;;;;;;;;
;;;;;;;;;;;;;;
75;Название статьи;ЭФФЕКТИВНОСТЬ РЕКЛАМНЫХ КАМПАНИЙ ВУЗОВ В ОЦЕНКЕ СТАРШЕКЛАССНИКОВ (ПО МАТЕРИАЛАМ ЭМПИРИЧЕСКИХ ИССЛЕДОВАНИЙ;;;;;;;;;;;;
;Автор;Макеева;Тематика;Экономика/Психология;;;;;;;;;;
;Панченко;0.006543967;40.95092705;*;;;;;;;;;;
;Макаров;0.004278606;26.77471685;*;;;;;;;;;;
;Альтшулер;0.003830339;23.96954442;8;;;;;;;;;;
;Пелиновский;0.003829079;23.96166333;*;;;;;;;;;;
;Городнов;0.003763188;23.54933111;*;;;;;;;;;;
;Ковтун;0.003683242;23.04904014;3;;;;;;;;;;
;Козлов;0.003538196;22.14136938;*;;;;;;;;;;
;Чкалова;0.00342196;21.41399038;*;;;;;;;;;;
;Зинчак;0.003375798;21.12511153;5;;;;;;;;;;
;Россохин;0.003128508;19.57761768;7;;;;;;;;;;
;Макарейко;0.002783771;17.4203208;7;;;;;;;;;;
;;;;;;;;;;;;;;
76;Название статьи;ПОНЯТИЯ И ПРАВОВАЯ ПРИРОДА ДОГОВОРОВ НА ВЫПОЛНЕНИЕ НАУЧНОИССЛЕДОВАТЕЛЬСКИХ. ОПЫТНО-КОНСТРУКТОРСКИХ И ТЕХНОЛОГИЧЕСКИХ РАБОТ;;;;;;;;;;;;
;Автор;Галкин;Тематика;Право;;;;;;;;;;
;Зусман;0.004185301;26.19083574;0;;;;;;;;;;
;Чилипенок;0.003945365;24.68935632;0;;;;;;;;;;
;Панченко;0.003360975;21.03235522;*;;;;;;;;;;
;Ковтун;0.003315915;20.75037551;9;;;;;;;;;;
;Гриднева;0.002877953;18.00969506;0;;;;;;;;;;
;Гапонова;0.002708506;16.94932631;0;;;;;;;;;;
;Романова;0.002619865;16.39462824;*;;;;;;;;;;
;Бабкин;0.002539875;15.8940619;0;;;;;;;;;;
;Сокова;0.002463592;15.41669857;*;;;;;;;;;;
;Кирнозе;0.002348063;14.69373903;*;;;;;;;;;;
;Миркин;0.002217481;13.87658238;0;;;;;;;;;;
;;;;;;;;;;;;;;
77;Название статьи;"РАЗЛИЧНЫЕ ПОДХОДЫ К ПОНЯТИЮ ""ИНФОРМАЦИОННАЯ КУЛЬТУРА""";;;;;;;;;;;;
;Автор;Антонова;Тематика;Культурология;;;;;;;;;;
;Чилипенок;0.004126218;25.82109948;0;;;;;;;;;;
;Зусман;0.003906199;24.44426508;7;;;;;;;;;;
;Ефремова;0.003090415;19.33923884;*;;;;;;;;;;
;Ковтун;0.002612505;16.3485704;4;;;;;;;;;;
;Панченко;0.00257661;16.12394468;*;;;;;;;;;;
;Аистов;0.002090892;13.0844116;0;;;;;;;;;;
;Миркин;0.001877922;11.75168569;0;;;;;;;;;;
;Козлов;0.001856119;11.61524368;*;;;;;;;;;;
;Иванова;0.001707282;10.68385105;*;;;;;;;;;;
;Гриднева;0.001704842;10.66858341;9;;;;;;;;;;
;Гапонова;0.001671623;10.460706;0;;;;;;;;;;
;;;;;;;;;;;;;;
78;Название статьи;ПРОБЛЕМЫ И ПЕРСПЕКТИВЫ РАЗВИТИЯ АВТОДОРОЖНОГО ХОЗЯЙСТВА РФ;;;;;;;;;;;;
;Автор;Ленкова. Суворова;;;;;;;;;;;;
;Захаров;0.004967841;31.08782387;;;;;;;;;;;
;Панченко;0.003762616;23.54574855;;;;;;;;;;;
;Романова;0.003370396;21.09130792;;;;;;;;;;;
;Зусман;0.002783697;17.41985535;;;;;;;;;;;
;Макарова;0.002759438;17.26805121;;;;;;;;;;;
;Чилипенок;0.00238403;14.91881778;;;;;;;;;;;
;Чистяков;0.002365542;14.8031211;;;;;;;;;;;
;Гапонова;0.002343537;14.66541581;;;;;;;;;;;
;Городнова;0.002007493;12.56251495;;;;;;;;;;;
;Козырев;0.001810629;11.33057665;;;;;;;;;;;
;Ковтун;0.001752533;10.96702516;;;;;;;;;;;
;;;;;;;;;;;;;;
79;Название статьи;АНАЛИЗ И ОЦЕНКА КОНКУРЕНТНОЙ СРЕДЫ ПРЕДПРИЯТИЯ;;;;;;;;;;;;
;Автор;Белова. Крайнюченко. Розумей;Тематика;Экономика;;;;;;;;;;
;Захаров;0.01146984;71.77612092;*;;;;;;;;;;
;Макарова;0.007131132;44.62529461;*;;;;;;;;;;
;Чистяков;0.006830384;42.74326648;0;;;;;;;;;;
;Городнова;0.0045232;28.30533872;0;;;;;;;;;;
;Сидоренко;0.00374891;23.45997644;*;;;;;;;;;;
;Гапонова;0.003647608;22.82605246;8;;;;;;;;;;
;Удалова;0.0035869;22.44615019;0;;;;;;;;;;
;Рябова;0.003500738;21.90696499;*;;;;;;;;;;
;Козырев;0.0033594;21.02250093;*;;;;;;;;;;
;Полякова;0.003087389;19.32030342;*;;;;;;;;;;
;Панченко;0.003068502;19.20211228;*;;;;;;;;;;
;;;;;;;;;;;;;;
80;Название статьи;Утопия как проблема русской ментальности;;;;;;;;;;;;
;Автор;Шестаков;Тематика;Лингвистика/Философия;;;;;;;;;;
;Иванова;0.009563415;59.84606528;*;;;;;;;;;;
;Романова;0.003226375;20.19005527;*;;;;;;;;;;
;Вайсблат;0.003079126;19.26859831;0;;;;;;;;;;
;Ковтун;0.002956586;18.50176255;0;;;;;;;;;;
;Коршунов;0.002844271;17.79891468;*;;;;;;;;;;
;Лапидус;0.002482538;15.53526034;0;;;;;;;;;;
;Смельцова;0.002380376;14.89595029;0;;;;;;;;;;
;Ошарина;0.002091725;13.08962386;*;;;;;;;;;;
;Ошарин;0.002034807;12.73344397;0;;;;;;;;;;
;Михеева;0.001965341;12.29873677;0;;;;;;;;;;
;Баринова;0.001825351;11.42270757;*;;;;;;;;;;
;;;;;;;;;;;;;;
81;Название статьи; Проблема утопии в философии русского ренессанса;;;;;;;;;;;;
;Автор;Варакина;Тематика;Философия;;;;;;;;;;
;Кандидаты;;;;;;;;;;;;;
;Иванова;0.009123362;57.09229945;*;;;;;;;;;;
;Ковтун;0.003556474;22.25574774;2;;;;;;;;;;
;Ефремова;0.002708708;16.95058664;*;;;;;;;;;;
;Романова;0.002636362;16.49786267;*;;;;;;;;;;
;Вайсблат;0.002627167;16.44032024;0;;;;;;;;;;
;Коршунов;0.002602649;16.28689351;*;;;;;;;;;;
;Лапидус;0.00246496;15.42526069;0;;;;;;;;;;
;Смельцова;0.002193813;13.72846994;0;;;;;;;;;;
;Павловская;0.00194339;12.16137427;*;;;;;;;;;;
;Ошарина;0.001929439;12.0740724;*;;;;;;;;;;
;Ошарин;0.001819941;11.38885148;0;;;;;;;;;;
;;;;;;;;;;;;;;
82;Название статьи;Принцип редукции картины мира в  славянофильской утопии С. Ф. Шарапова;;;;;;;;;;;;
;Автор;Суслов;Тематика;Лингвистика/Философия;;;;;;;;;;
;Кандидаты;;;;;;;;;;;;;
;Романова;0.004676326;29.26357463;*;;;;;;;;;;
;Иванова;0.002754094;17.2346056;*;;;;;;;;;;
;Ковтун;0.002520297;15.77155093;2;;;;;;;;;;
;Чилипенок;0.002331611;14.59078437;0;;;;;;;;;;
;Ефремова;0.002285963;14.30513311;*;;;;;;;;;;
;Панченко;0.002122641;13.28309244;*;;;;;;;;;;
;Баранова;0.002033292;12.72396321;*;;;;;;;;;;
;Зусман;0.001966894;12.30845596;9;;;;;;;;;;
;Савченко;0.001573875;9.849017594;0;;;;;;;;;;
;Колданов;0.001550014;9.69969719;0;;;;;;;;;;
;Емельянова;0.001522054;9.524732303;*;;;;;;;;;;
;;;;;;;;;;;;;;
83;Название статьи;Текстологическая бессонница и стилистический утопизм;;;;;;;;;;;;
;Автор;Люсый;Тематика;Лигвистика;;;;;;;;;;
;Кандидаты;;;;;;;;;;;;;
;Иванова;0.004424248;27.68611596;*;;;;;;;;;;
;Ефремова;0.003302045;20.66358221;*;;;;;;;;;;
;Романова;0.003146472;19.69003698;*;;;;;;;;;;
;Чилипенок;0.002644518;16.54890203;0;;;;;;;;;;
;Ковтун;0.002288491;14.32094721;0;;;;;;;;;;
;Зусман;0.00211182;13.21537604;9;;;;;;;;;;
;Емельянова;0.001947086;12.18449977;*;;;;;;;;;;
;Вайсблат;0.001884394;11.79218824;0;;;;;;;;;;
;Баранова;0.001855691;11.61256783;*;;;;;;;;;;
;Павловская;0.00166013;10.38878696;*;;;;;;;;;;
;Сагалова;0.001570795;9.829741605;9;;;;;;;;;;
;;;;;;;;;;;;;;
84;Название статьи;Топос и телос петербургской утопии: Николай Федоров;;;;;;;;;;;;
;Автор;Бугаева;Тематика;Лигвистика/Философия;;;;;;;;;;
;Иванова;0.004132863;25.862688;*;;;;;;;;;;
;Романова;0.002977451;18.63233254;*;;;;;;;;;;
;Ефремова;0.002830621;17.71349564;*;;;;;;;;;;
;Чилипенок;0.002628683;16.44980693;0;;;;;;;;;;
;Ковтун;0.002547213;15.93998321;0;;;;;;;;;;
;Зусман;0.002191868;13.71629893;9;;;;;;;;;;
;Емельянова;0.001830521;11.45505829;*;;;;;;;;;;
;Вайсблат;0.00182977;11.45035968;0;;;;;;;;;;
;Миркин;0.001712753;10.71809116;0;;;;;;;;;;
;Гапонова;0.001684898;10.54378003;0;;;;;;;;;;
;Баранова;0.001650822;10.33053925;*;;;;;;;;;;
;;;;;;;;;;;;;;
85;Название статьи;Русское поле утопий;;;;;;;;;;;;
;Автор;Мартынов;Тематика;Философия/Культурология;;;;;;;;;;
;Романова;0.003198746;20.01715798;*;;;;;;;;;;
;Чилипенок;0.00279534;17.49271381;0;;;;;;;;;;
;Иванова;0.002587436;16.19168876;*;;;;;;;;;;
;Зусман;0.002509492;15.70393228;9;;;;;;;;;;
;Ефремова;0.002360585;14.77209998;*;;;;;;;;;;
;Баранова;0.002046175;12.80458171;*;;;;;;;;;;
;Ковтун;0.001937575;12.12498573;2;;;;;;;;;;
;Панченко;0.001930628;12.08151241;*;;;;;;;;;;
;Миркин;0.001834649;11.48089415;0;;;;;;;;;;
;Емельянова;0.001713581;10.72326825;*;;;;;;;;;;
;Гапонова;0.001639908;10.26223574;0;;;;;;;;;;
;;;;;;;;;;;;;;
86;Название статьи;Имперские амбиции раннесредневековых государств;;;;;;;;;;;;
;Автор;Свердлов;Тематика;История/Философия;;;;;;;;;;
;Романова;0.00480184;30.04902022;*;;;;;;;;;;
;Баранова;0.002587957;16.19495366;*;;;;;;;;;;
;Чилипенок;0.002448291;15.32094543;0;;;;;;;;;;
;Панченко;0.002338345;14.6329291;*;;;;;;;;;;
;Зусман;0.002195455;13.73874915;9;;;;;;;;;;
;Емельянова;0.0021609;13.52250894;*;;;;;;;;;;
;Ефремова;0.002150472;13.45724989;*;;;;;;;;;;
;Ковтун;0.001915188;11.98489069;6;;;;;;;;;;
;Колданов;0.001862866;11.65746929;0;;;;;;;;;;
;Миркин;0.001808407;11.31667409;0;;;;;;;;;;
;Иванова;0.001771728;11.08714512;*;;;;;;;;;;
;;;;;;;;;;;;;;
87;Название статьи;Ориентализм и право говорить за другого;;;;;;;;;;;;
;Автор;Говорунов. Кузьменко;Тематика;Философия/Культурология;;;;;;;;;;
;Чилипенок;0.003561469;22.28700632;0;;;;;;;;;;
;Ефремова;0.003410503;21.34228852;*;;;;;;;;;;
;Емельянова;0.00303499;18.99240085;*;;;;;;;;;;
;Зусман;0.00301535;18.86949609;9;;;;;;;;;;
;Романова;0.002686988;16.81466691;*;;;;;;;;;;
;Миркин;0.001974489;12.35598241;0;;;;;;;;;;
;Панченко;0.0019353;12.11074379;*;;;;;;;;;;
;Ковтун;0.001875587;11.73707311;4;;;;;;;;;;
;Сагалова;0.001731538;10.83563953;9;;;;;;;;;;
;Баранова;0.001630691;10.20456208;*;;;;;;;;;;
;Пелиновский;0.001571556;9.834505637;*;;;;;;;;;;
;;;;;;;;;;;;;;
88;Название статьи;Имперский соблазн;;;;;;;;;;;;
;Автор;Яковлев;Тематика;История/Философия;;;;;;;;;;
;Ефремова;0.003822497;23.92047312;*;;;;;;;;;;
;Чилипенок;0.003377216;21.13398729;0;;;;;;;;;;
;Романова;0.002846631;17.81368364;*;;;;;;;;;;
;Емельянова;0.002621992;16.40793726;*;;;;;;;;;;
;Зусман;0.00261957;16.39277841;8;;;;;;;;;;
;Ковтун;0.001911761;11.96344425;6;;;;;;;;;;
;Баранова;0.001878615;11.75601945;*;;;;;;;;;;
;Сагалова;0.001865122;11.67158571;7;;;;;;;;;;
;Панченко;0.001799436;11.26053264;*;;;;;;;;;;
;Курьян;0.00174256;10.90461661;8;;;;;;;;;;
;Пелиновский;0.001654321;10.35243374;*;;;;;;;;;;
;;;;;;;;;;;;;;
89;Название статьи;Судьба дискуссии двух Кембриджей о теории капитала;;;;;;;;;;;;
;Автор;Коэн. Харкурт;Тематика;Экономика;;;;;;;;;;
;Захаров;0.004272648;26.73743625;*;;;;;;;;;;
;Романова;0.004192765;26.23754368;*;;;;;;;;;;
;Баранова;0.003056723;19.12840241;*;;;;;;;;;;
;Панченко;0.002929318;18.33112695;*;;;;;;;;;;
;Савченко;0.002769928;17.33369387;0;;;;;;;;;;
;Ефремова;0.002611446;16.34194092;*;;;;;;;;;;
;Ковтун;0.002460347;15.39639034;0;;;;;;;;;;
;Чилипенок;0.002213269;13.85022449;6;;;;;;;;;;
;Куркин;0.002046583;12.80713178;2;;;;;;;;;;
;Зусман;0.001715607;10.73594605;0;;;;;;;;;;
;Городнова;0.001544496;9.66516657;2;;;;;;;;;;
;;;;;;;;;;;;;;
90;Название статьи;Российские банки и мировой кризис;;;;;;;;;;;;
;Автор;Греф. Юдаева;Тематика;Экономика;;;;;;;;;;
;Макарова;0.003283673;20.54861023;*;;;;;;;;;;
;Гапонова;0.002976511;18.62645115;7;;;;;;;;;;
;Чистяков;0.002733536;17.10595837;2;;;;;;;;;;
;Панченко;0.00246555;15.4289506;*;;;;;;;;;;
;Козлов;0.00203797;12.75323493;*;;;;;;;;;;
;Романова;0.002011222;12.58585258;*;;;;;;;;;;
;Чилипенок;0.001975996;12.36541366;8;;;;;;;;;;
;Альтшулер;0.001950037;12.20296777;6;;;;;;;;;;
;Макаров;0.001911801;11.96369648;*;;;;;;;;;;
;Зусман;0.001861526;11.64908095;0;;;;;;;;;;
;Ковтун;0.001826087;11.42731403;2;;;;;;;;;;
;;;;;;;;;;;;;;
91;Название статьи;Оценка антикризисных мер по поддержке реального сектора российской экономики;;;;;;;;;;;;
;Автор;МАЦ;Тематика;Экономика;;;;;;;;;;
;Иванова;0.009731202;60.89604565;*;;;;;;;;;;
;Ковтун;0.003496297;21.87917351;3;;;;;;;;;;
;Романова;0.003104749;19.42893824;*;;;;;;;;;;
;Лапидус;0.002842361;17.78696342;7;;;;;;;;;;
;Коршунов;0.002793479;17.48107163;*;;;;;;;;;;
;Вайсблат;0.002506419;15.684702;8;;;;;;;;;;
;Смельцова;0.002345279;14.67631619;8;;;;;;;;;;
;Ошарина;0.002108709;13.19590507;*;;;;;;;;;;
;Михеева;0.002023009;12.65961035;*;;;;;;;;;;
;Ошарин;0.002019979;12.64065173;9;;;;;;;;;;
;Соснин;0.001872377;11.71698594;0;;;;;;;;;;
;;;;;;;;;;;;;;
92;Название статьи;Теория экономических механизмов;;;;;;;;;;;;
;Автор;Измалков. Сонин. Юдкевич;Тематика;Экономика;;;;;;;;;;
;Захаров;0.006086924;38.09083383;*;;;;;;;;;;
;Романова;0.004186186;26.19636921;*;;;;;;;;;;
;Панченко;0.003499938;21.90195829;*;;;;;;;;;;
;Баранова;0.003358827;21.01891514;*;;;;;;;;;;
;Савченко;0.002691715;16.84424735;8;;;;;;;;;;
;Городнова;0.002565349;16.05347728;2;;;;;;;;;;
;Миркин;0.002470303;15.45869616;2;;;;;;;;;;
;Шинкаренко;0.002364083;14.79399175;*;;;;;;;;;;
;Ковтун;0.002334267;14.60740516;0;;;;;;;;;;
;Куркин;0.00229824;14.38196033;2;;;;;;;;;;
;Фияксель;0.002274966;14.23631158;8;;;;;;;;;;
;;;;;;;;;;;;;;
93;Название статьи;Экономическая политика 2007 года: успехи и риски;;;;;;;;;;;;
;Автор;Мау;Тематика;Экономика;;;;;;;;;;
;Гапонова;0.002998715;18.76540213;8;;;;;;;;;;
;Чистяков;0.002792577;17.47542499;2;;;;;;;;;;
;Макарова;0.00274886;17.20185073;*;;;;;;;;;;
;Софронова;0.002235311;13.98815984;*;;;;;;;;;;
